area_name,indicator,date,measure,unit,value,group
Trafford,Google community mobility trends,2020-05-12,Percentage change from baseline,Visits and length of stay,-0.7,Retail & recreation
Trafford,Google community mobility trends,2020-05-12,Percentage change from baseline,Visits and length of stay,-0.25,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-12,Percentage change from baseline,Visits and length of stay,-0.4,Parks*
Trafford,Google community mobility trends,2020-05-13,Percentage change from baseline,Visits and length of stay,-0.71,Retail & recreation
Trafford,Google community mobility trends,2020-05-13,Percentage change from baseline,Visits and length of stay,-0.24,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-13,Percentage change from baseline,Visits and length of stay,-0.29,Parks*
Trafford,Google community mobility trends,2020-05-14,Percentage change from baseline,Visits and length of stay,-0.67,Retail & recreation
Trafford,Google community mobility trends,2020-05-14,Percentage change from baseline,Visits and length of stay,-0.22,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-14,Percentage change from baseline,Visits and length of stay,-0.08,Parks*
Trafford,Google community mobility trends,2020-05-15,Percentage change from baseline,Visits and length of stay,-0.72,Retail & recreation
Trafford,Google community mobility trends,2020-05-15,Percentage change from baseline,Visits and length of stay,-0.25,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-15,Percentage change from baseline,Visits and length of stay,-0.27,Parks*
Trafford,Google community mobility trends,2020-05-16,Percentage change from baseline,Visits and length of stay,-0.78,Retail & recreation
Trafford,Google community mobility trends,2020-05-16,Percentage change from baseline,Visits and length of stay,-0.26,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-16,Percentage change from baseline,Visits and length of stay,-0.42,Parks*
Trafford,Google community mobility trends,2020-05-17,Percentage change from baseline,Visits and length of stay,-0.79,Retail & recreation
Trafford,Google community mobility trends,2020-05-17,Percentage change from baseline,Visits and length of stay,-0.31,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-17,Percentage change from baseline,Visits and length of stay,-0.24,Parks*
Trafford,Google community mobility trends,2020-05-18,Percentage change from baseline,Visits and length of stay,-0.65,Retail & recreation
Trafford,Google community mobility trends,2020-05-18,Percentage change from baseline,Visits and length of stay,-0.23,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-18,Percentage change from baseline,Visits and length of stay,-0.19,Parks*
Trafford,Google community mobility trends,2020-05-19,Percentage change from baseline,Visits and length of stay,-0.65,Retail & recreation
Trafford,Google community mobility trends,2020-05-19,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-19,Percentage change from baseline,Visits and length of stay,0.06,Parks*
Trafford,Google community mobility trends,2020-05-20,Percentage change from baseline,Visits and length of stay,-0.68,Retail & recreation
Trafford,Google community mobility trends,2020-05-20,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-20,Percentage change from baseline,Visits and length of stay,0.01,Parks*
Trafford,Google community mobility trends,2020-05-21,Percentage change from baseline,Visits and length of stay,-0.65,Retail & recreation
Trafford,Google community mobility trends,2020-05-21,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-21,Percentage change from baseline,Visits and length of stay,-0.07,Parks*
Trafford,Google community mobility trends,2020-05-22,Percentage change from baseline,Visits and length of stay,-0.68,Retail & recreation
Trafford,Google community mobility trends,2020-05-22,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-22,Percentage change from baseline,Visits and length of stay,-0.23,Parks*
Trafford,Google community mobility trends,2020-05-23,Percentage change from baseline,Visits and length of stay,-0.76,Retail & recreation
Trafford,Google community mobility trends,2020-05-23,Percentage change from baseline,Visits and length of stay,-0.21,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-23,Percentage change from baseline,Visits and length of stay,-0.54,Parks*
Trafford,Google community mobility trends,2020-05-24,Percentage change from baseline,Visits and length of stay,-0.76,Retail & recreation
Trafford,Google community mobility trends,2020-05-24,Percentage change from baseline,Visits and length of stay,-0.27,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-24,Percentage change from baseline,Visits and length of stay,-0.24,Parks*
Trafford,Google community mobility trends,2020-05-25,Percentage change from baseline,Visits and length of stay,-0.68,Retail & recreation
Trafford,Google community mobility trends,2020-05-25,Percentage change from baseline,Visits and length of stay,-0.26,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-25,Percentage change from baseline,Visits and length of stay,0.58,Parks*
Trafford,Google community mobility trends,2020-05-26,Percentage change from baseline,Visits and length of stay,-0.62,Retail & recreation
Trafford,Google community mobility trends,2020-05-26,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-26,Percentage change from baseline,Visits and length of stay,0.09,Parks*
Trafford,Google community mobility trends,2020-05-27,Percentage change from baseline,Visits and length of stay,-0.65,Retail & recreation
Trafford,Google community mobility trends,2020-05-27,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-27,Percentage change from baseline,Visits and length of stay,0.02,Parks*
Trafford,Google community mobility trends,2020-05-28,Percentage change from baseline,Visits and length of stay,-0.62,Retail & recreation
Trafford,Google community mobility trends,2020-05-28,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-28,Percentage change from baseline,Visits and length of stay,0.16,Parks*
Trafford,Google community mobility trends,2020-05-29,Percentage change from baseline,Visits and length of stay,-0.66,Retail & recreation
Trafford,Google community mobility trends,2020-05-29,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-29,Percentage change from baseline,Visits and length of stay,0.12,Parks*
Trafford,Google community mobility trends,2020-05-30,Percentage change from baseline,Visits and length of stay,-0.75,Retail & recreation
Trafford,Google community mobility trends,2020-05-30,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-30,Percentage change from baseline,Visits and length of stay,-0.21,Parks*
Trafford,Google community mobility trends,2020-05-31,Percentage change from baseline,Visits and length of stay,-0.75,Retail & recreation
Trafford,Google community mobility trends,2020-05-31,Percentage change from baseline,Visits and length of stay,-0.21,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-05-31,Percentage change from baseline,Visits and length of stay,-0.08,Parks*
Trafford,Google community mobility trends,2020-06-01,Percentage change from baseline,Visits and length of stay,-0.58,Retail & recreation
Trafford,Google community mobility trends,2020-06-01,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-01,Percentage change from baseline,Visits and length of stay,0.2,Parks*
Trafford,Google community mobility trends,2020-06-02,Percentage change from baseline,Visits and length of stay,-0.61,Retail & recreation
Trafford,Google community mobility trends,2020-06-02,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-02,Percentage change from baseline,Visits and length of stay,0.33,Parks*
Trafford,Google community mobility trends,2020-06-03,Percentage change from baseline,Visits and length of stay,-0.66,Retail & recreation
Trafford,Google community mobility trends,2020-06-03,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-03,Percentage change from baseline,Visits and length of stay,-0.43,Parks*
Trafford,Google community mobility trends,2020-06-04,Percentage change from baseline,Visits and length of stay,-0.62,Retail & recreation
Trafford,Google community mobility trends,2020-06-04,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-04,Percentage change from baseline,Visits and length of stay,-0.25,Parks*
Trafford,Google community mobility trends,2020-06-05,Percentage change from baseline,Visits and length of stay,-0.67,Retail & recreation
Trafford,Google community mobility trends,2020-06-05,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-05,Percentage change from baseline,Visits and length of stay,-0.26,Parks*
Trafford,Google community mobility trends,2020-06-06,Percentage change from baseline,Visits and length of stay,-0.75,Retail & recreation
Trafford,Google community mobility trends,2020-06-06,Percentage change from baseline,Visits and length of stay,-0.24,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-06,Percentage change from baseline,Visits and length of stay,-0.54,Parks*
Trafford,Google community mobility trends,2020-06-07,Percentage change from baseline,Visits and length of stay,-0.74,Retail & recreation
Trafford,Google community mobility trends,2020-06-07,Percentage change from baseline,Visits and length of stay,-0.28,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-07,Percentage change from baseline,Visits and length of stay,-0.28,Parks*
Trafford,Google community mobility trends,2020-06-08,Percentage change from baseline,Visits and length of stay,-0.59,Retail & recreation
Trafford,Google community mobility trends,2020-06-08,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-08,Percentage change from baseline,Visits and length of stay,0.04,Parks*
Trafford,Google community mobility trends,2020-06-09,Percentage change from baseline,Visits and length of stay,-0.6,Retail & recreation
Trafford,Google community mobility trends,2020-06-09,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-09,Percentage change from baseline,Visits and length of stay,0.03,Parks*
Trafford,Google community mobility trends,2020-06-10,Percentage change from baseline,Visits and length of stay,-0.63,Retail & recreation
Trafford,Google community mobility trends,2020-06-10,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-10,Percentage change from baseline,Visits and length of stay,-0.33,Parks*
Trafford,Google community mobility trends,2020-06-11,Percentage change from baseline,Visits and length of stay,-0.61,Retail & recreation
Trafford,Google community mobility trends,2020-06-11,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-11,Percentage change from baseline,Visits and length of stay,-0.31,Parks*
Trafford,Google community mobility trends,2020-06-12,Percentage change from baseline,Visits and length of stay,-0.65,Retail & recreation
Trafford,Google community mobility trends,2020-06-12,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-12,Percentage change from baseline,Visits and length of stay,-0.15,Parks*
Trafford,Google community mobility trends,2020-06-13,Percentage change from baseline,Visits and length of stay,-0.73,Retail & recreation
Trafford,Google community mobility trends,2020-06-13,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-13,Percentage change from baseline,Visits and length of stay,-0.16,Parks*
Trafford,Google community mobility trends,2020-06-14,Percentage change from baseline,Visits and length of stay,-0.73,Retail & recreation
Trafford,Google community mobility trends,2020-06-14,Percentage change from baseline,Visits and length of stay,-0.23,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-14,Percentage change from baseline,Visits and length of stay,-0.06,Parks*
Trafford,Google community mobility trends,2020-06-15,Percentage change from baseline,Visits and length of stay,-0.48,Retail & recreation
Trafford,Google community mobility trends,2020-06-15,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-15,Percentage change from baseline,Visits and length of stay,-0.01,Parks*
Trafford,Google community mobility trends,2020-06-16,Percentage change from baseline,Visits and length of stay,-0.51,Retail & recreation
Trafford,Google community mobility trends,2020-06-16,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-16,Percentage change from baseline,Visits and length of stay,-0.32,Parks*
Trafford,Google community mobility trends,2020-06-17,Percentage change from baseline,Visits and length of stay,-0.52,Retail & recreation
Trafford,Google community mobility trends,2020-06-17,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-17,Percentage change from baseline,Visits and length of stay,-0.28,Parks*
Trafford,Google community mobility trends,2020-06-18,Percentage change from baseline,Visits and length of stay,-0.51,Retail & recreation
Trafford,Google community mobility trends,2020-06-18,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-18,Percentage change from baseline,Visits and length of stay,-0.57,Parks*
Trafford,Google community mobility trends,2020-06-19,Percentage change from baseline,Visits and length of stay,-0.54,Retail & recreation
Trafford,Google community mobility trends,2020-06-19,Percentage change from baseline,Visits and length of stay,-0.11,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-19,Percentage change from baseline,Visits and length of stay,-0.35,Parks*
Trafford,Google community mobility trends,2020-06-20,Percentage change from baseline,Visits and length of stay,-0.61,Retail & recreation
Trafford,Google community mobility trends,2020-06-20,Percentage change from baseline,Visits and length of stay,-0.08,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-20,Percentage change from baseline,Visits and length of stay,-0.17,Parks*
Trafford,Google community mobility trends,2020-06-21,Percentage change from baseline,Visits and length of stay,-0.61,Retail & recreation
Trafford,Google community mobility trends,2020-06-21,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-21,Percentage change from baseline,Visits and length of stay,-0.13,Parks*
Trafford,Google community mobility trends,2020-06-22,Percentage change from baseline,Visits and length of stay,-0.44,Retail & recreation
Trafford,Google community mobility trends,2020-06-22,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-22,Percentage change from baseline,Visits and length of stay,0.11,Parks*
Trafford,Google community mobility trends,2020-06-23,Percentage change from baseline,Visits and length of stay,-0.45,Retail & recreation
Trafford,Google community mobility trends,2020-06-23,Percentage change from baseline,Visits and length of stay,-0.09,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-23,Percentage change from baseline,Visits and length of stay,0.42,Parks*
Trafford,Google community mobility trends,2020-06-24,Percentage change from baseline,Visits and length of stay,-0.52,Retail & recreation
Trafford,Google community mobility trends,2020-06-24,Percentage change from baseline,Visits and length of stay,-0.05,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-24,Percentage change from baseline,Visits and length of stay,0.1,Parks*
Trafford,Google community mobility trends,2020-06-25,Percentage change from baseline,Visits and length of stay,-0.49,Retail & recreation
Trafford,Google community mobility trends,2020-06-25,Percentage change from baseline,Visits and length of stay,-0.05,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-25,Percentage change from baseline,Visits and length of stay,0.18,Parks*
Trafford,Google community mobility trends,2020-06-26,Percentage change from baseline,Visits and length of stay,-0.51,Retail & recreation
Trafford,Google community mobility trends,2020-06-26,Percentage change from baseline,Visits and length of stay,-0.08,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-26,Percentage change from baseline,Visits and length of stay,0.01,Parks*
Trafford,Google community mobility trends,2020-06-27,Percentage change from baseline,Visits and length of stay,-0.61,Retail & recreation
Trafford,Google community mobility trends,2020-06-27,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-27,Percentage change from baseline,Visits and length of stay,-0.52,Parks*
Trafford,Google community mobility trends,2020-06-28,Percentage change from baseline,Visits and length of stay,-0.58,Retail & recreation
Trafford,Google community mobility trends,2020-06-28,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-28,Percentage change from baseline,Visits and length of stay,-0.38,Parks*
Trafford,Google community mobility trends,2020-06-29,Percentage change from baseline,Visits and length of stay,-0.41,Retail & recreation
Trafford,Google community mobility trends,2020-06-29,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-29,Percentage change from baseline,Visits and length of stay,-0.38,Parks*
Trafford,Google community mobility trends,2020-06-30,Percentage change from baseline,Visits and length of stay,-0.39,Retail & recreation
Trafford,Google community mobility trends,2020-06-30,Percentage change from baseline,Visits and length of stay,-0.1,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-06-30,Percentage change from baseline,Visits and length of stay,0.2,Parks*
Trafford,Google community mobility trends,2020-07-01,Percentage change from baseline,Visits and length of stay,-0.44,Retail & recreation
Trafford,Google community mobility trends,2020-07-01,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-01,Percentage change from baseline,Visits and length of stay,-0.04,Parks*
Trafford,Google community mobility trends,2020-07-02,Percentage change from baseline,Visits and length of stay,-0.41,Retail & recreation
Trafford,Google community mobility trends,2020-07-02,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-02,Percentage change from baseline,Visits and length of stay,0,Parks*
Trafford,Google community mobility trends,2020-07-03,Percentage change from baseline,Visits and length of stay,-0.48,Retail & recreation
Trafford,Google community mobility trends,2020-07-03,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-03,Percentage change from baseline,Visits and length of stay,-0.24,Parks*
Trafford,Google community mobility trends,2020-07-04,Percentage change from baseline,Visits and length of stay,-0.52,Retail & recreation
Trafford,Google community mobility trends,2020-07-04,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-04,Percentage change from baseline,Visits and length of stay,-0.36,Parks*
Trafford,Google community mobility trends,2020-07-05,Percentage change from baseline,Visits and length of stay,-0.51,Retail & recreation
Trafford,Google community mobility trends,2020-07-05,Percentage change from baseline,Visits and length of stay,-0.23,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-05,Percentage change from baseline,Visits and length of stay,-0.1,Parks*
Trafford,Google community mobility trends,2020-07-06,Percentage change from baseline,Visits and length of stay,-0.33,Retail & recreation
Trafford,Google community mobility trends,2020-07-06,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-06,Percentage change from baseline,Visits and length of stay,0.33,Parks*
Trafford,Google community mobility trends,2020-07-07,Percentage change from baseline,Visits and length of stay,-0.34,Retail & recreation
Trafford,Google community mobility trends,2020-07-07,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-07,Percentage change from baseline,Visits and length of stay,-0.19,Parks*
Trafford,Google community mobility trends,2020-07-08,Percentage change from baseline,Visits and length of stay,-0.38,Retail & recreation
Trafford,Google community mobility trends,2020-07-08,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-08,Percentage change from baseline,Visits and length of stay,-0.08,Parks*
Trafford,Google community mobility trends,2020-07-09,Percentage change from baseline,Visits and length of stay,-0.35,Retail & recreation
Trafford,Google community mobility trends,2020-07-09,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-09,Percentage change from baseline,Visits and length of stay,-0.04,Parks*
Trafford,Google community mobility trends,2020-07-10,Percentage change from baseline,Visits and length of stay,-0.41,Retail & recreation
Trafford,Google community mobility trends,2020-07-10,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-10,Percentage change from baseline,Visits and length of stay,0.15,Parks*
Trafford,Google community mobility trends,2020-07-11,Percentage change from baseline,Visits and length of stay,-0.49,Retail & recreation
Trafford,Google community mobility trends,2020-07-11,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-11,Percentage change from baseline,Visits and length of stay,-0.1,Parks*
Trafford,Google community mobility trends,2020-07-12,Percentage change from baseline,Visits and length of stay,-0.5,Retail & recreation
Trafford,Google community mobility trends,2020-07-12,Percentage change from baseline,Visits and length of stay,-0.22,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-12,Percentage change from baseline,Visits and length of stay,0.17,Parks*
Trafford,Google community mobility trends,2020-07-13,Percentage change from baseline,Visits and length of stay,-0.3,Retail & recreation
Trafford,Google community mobility trends,2020-07-13,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-13,Percentage change from baseline,Visits and length of stay,0.04,Parks*
Trafford,Google community mobility trends,2020-07-14,Percentage change from baseline,Visits and length of stay,-0.31,Retail & recreation
Trafford,Google community mobility trends,2020-07-14,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-14,Percentage change from baseline,Visits and length of stay,0.19,Parks*
Trafford,Google community mobility trends,2020-07-15,Percentage change from baseline,Visits and length of stay,-0.33,Retail & recreation
Trafford,Google community mobility trends,2020-07-15,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-15,Percentage change from baseline,Visits and length of stay,-0.24,Parks*
Trafford,Google community mobility trends,2020-07-16,Percentage change from baseline,Visits and length of stay,-0.27,Retail & recreation
Trafford,Google community mobility trends,2020-07-16,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-16,Percentage change from baseline,Visits and length of stay,0.08,Parks*
Trafford,Google community mobility trends,2020-07-17,Percentage change from baseline,Visits and length of stay,-0.35,Retail & recreation
Trafford,Google community mobility trends,2020-07-17,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-17,Percentage change from baseline,Visits and length of stay,0.23,Parks*
Trafford,Google community mobility trends,2020-07-18,Percentage change from baseline,Visits and length of stay,-0.43,Retail & recreation
Trafford,Google community mobility trends,2020-07-18,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-18,Percentage change from baseline,Visits and length of stay,-0.44,Parks*
Trafford,Google community mobility trends,2020-07-19,Percentage change from baseline,Visits and length of stay,-0.42,Retail & recreation
Trafford,Google community mobility trends,2020-07-19,Percentage change from baseline,Visits and length of stay,-0.22,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-19,Percentage change from baseline,Visits and length of stay,0.17,Parks*
Trafford,Google community mobility trends,2020-07-20,Percentage change from baseline,Visits and length of stay,-0.23,Retail & recreation
Trafford,Google community mobility trends,2020-07-20,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-20,Percentage change from baseline,Visits and length of stay,0.32,Parks*
Trafford,Google community mobility trends,2020-07-21,Percentage change from baseline,Visits and length of stay,-0.24,Retail & recreation
Trafford,Google community mobility trends,2020-07-21,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-21,Percentage change from baseline,Visits and length of stay,0.4,Parks*
Trafford,Google community mobility trends,2020-07-22,Percentage change from baseline,Visits and length of stay,-0.28,Retail & recreation
Trafford,Google community mobility trends,2020-07-22,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-22,Percentage change from baseline,Visits and length of stay,0.04,Parks*
Trafford,Google community mobility trends,2020-07-23,Percentage change from baseline,Visits and length of stay,-0.22,Retail & recreation
Trafford,Google community mobility trends,2020-07-23,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-23,Percentage change from baseline,Visits and length of stay,-0.03,Parks*
Trafford,Google community mobility trends,2020-07-24,Percentage change from baseline,Visits and length of stay,-0.34,Retail & recreation
Trafford,Google community mobility trends,2020-07-24,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-24,Percentage change from baseline,Visits and length of stay,0.28,Parks*
Trafford,Google community mobility trends,2020-07-25,Percentage change from baseline,Visits and length of stay,-0.4,Retail & recreation
Trafford,Google community mobility trends,2020-07-25,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-25,Percentage change from baseline,Visits and length of stay,-0.11,Parks*
Trafford,Google community mobility trends,2020-07-26,Percentage change from baseline,Visits and length of stay,-0.4,Retail & recreation
Trafford,Google community mobility trends,2020-07-26,Percentage change from baseline,Visits and length of stay,-0.25,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-26,Percentage change from baseline,Visits and length of stay,0.09,Parks*
Trafford,Google community mobility trends,2020-07-27,Percentage change from baseline,Visits and length of stay,-0.21,Retail & recreation
Trafford,Google community mobility trends,2020-07-27,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-27,Percentage change from baseline,Visits and length of stay,-0.09,Parks*
Trafford,Google community mobility trends,2020-07-28,Percentage change from baseline,Visits and length of stay,-0.19,Retail & recreation
Trafford,Google community mobility trends,2020-07-28,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-28,Percentage change from baseline,Visits and length of stay,0.17,Parks*
Trafford,Google community mobility trends,2020-07-29,Percentage change from baseline,Visits and length of stay,-0.26,Retail & recreation
Trafford,Google community mobility trends,2020-07-29,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-29,Percentage change from baseline,Visits and length of stay,0.15,Parks*
Trafford,Google community mobility trends,2020-07-30,Percentage change from baseline,Visits and length of stay,-0.22,Retail & recreation
Trafford,Google community mobility trends,2020-07-30,Percentage change from baseline,Visits and length of stay,-0.11,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-30,Percentage change from baseline,Visits and length of stay,0.2,Parks*
Trafford,Google community mobility trends,2020-07-31,Percentage change from baseline,Visits and length of stay,-0.42,Retail & recreation
Trafford,Google community mobility trends,2020-07-31,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-07-31,Percentage change from baseline,Visits and length of stay,0.2,Parks*
Trafford,Google community mobility trends,2020-08-01,Percentage change from baseline,Visits and length of stay,-0.45,Retail & recreation
Trafford,Google community mobility trends,2020-08-01,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-01,Percentage change from baseline,Visits and length of stay,-0.21,Parks*
Trafford,Google community mobility trends,2020-08-02,Percentage change from baseline,Visits and length of stay,-0.4,Retail & recreation
Trafford,Google community mobility trends,2020-08-02,Percentage change from baseline,Visits and length of stay,-0.24,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-02,Percentage change from baseline,Visits and length of stay,0.09,Parks*
Trafford,Google community mobility trends,2020-08-03,Percentage change from baseline,Visits and length of stay,-0.16,Retail & recreation
Trafford,Google community mobility trends,2020-08-03,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-03,Percentage change from baseline,Visits and length of stay,0.25,Parks*
Trafford,Google community mobility trends,2020-08-04,Percentage change from baseline,Visits and length of stay,-0.15,Retail & recreation
Trafford,Google community mobility trends,2020-08-04,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-04,Percentage change from baseline,Visits and length of stay,0.1,Parks*
Trafford,Google community mobility trends,2020-08-05,Percentage change from baseline,Visits and length of stay,-0.2,Retail & recreation
Trafford,Google community mobility trends,2020-08-05,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-05,Percentage change from baseline,Visits and length of stay,-0.04,Parks*
Trafford,Google community mobility trends,2020-08-06,Percentage change from baseline,Visits and length of stay,-0.25,Retail & recreation
Trafford,Google community mobility trends,2020-08-06,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-06,Percentage change from baseline,Visits and length of stay,0.25,Parks*
Trafford,Google community mobility trends,2020-08-07,Percentage change from baseline,Visits and length of stay,-0.36,Retail & recreation
