area_name,indicator,date,measure,unit,value,group
Trafford,Google community mobility trends,2020-08-07,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-07,Percentage change from baseline,Visits and length of stay,0.3,Parks*
Trafford,Google community mobility trends,2020-08-08,Percentage change from baseline,Visits and length of stay,-0.48,Retail & recreation
Trafford,Google community mobility trends,2020-08-08,Percentage change from baseline,Visits and length of stay,-0.23,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-08,Percentage change from baseline,Visits and length of stay,-0.04,Parks*
Trafford,Google community mobility trends,2020-08-09,Percentage change from baseline,Visits and length of stay,-0.43,Retail & recreation
Trafford,Google community mobility trends,2020-08-09,Percentage change from baseline,Visits and length of stay,-0.22,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-09,Percentage change from baseline,Visits and length of stay,0.2,Parks*
Trafford,Google community mobility trends,2020-08-10,Percentage change from baseline,Visits and length of stay,-0.13,Retail & recreation
Trafford,Google community mobility trends,2020-08-10,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-10,Percentage change from baseline,Visits and length of stay,0.35,Parks*
Trafford,Google community mobility trends,2020-08-11,Percentage change from baseline,Visits and length of stay,-0.14,Retail & recreation
Trafford,Google community mobility trends,2020-08-11,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-11,Percentage change from baseline,Visits and length of stay,0.38,Parks*
Trafford,Google community mobility trends,2020-08-12,Percentage change from baseline,Visits and length of stay,-0.2,Retail & recreation
Trafford,Google community mobility trends,2020-08-12,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-12,Percentage change from baseline,Visits and length of stay,0.1,Parks*
Trafford,Google community mobility trends,2020-08-13,Percentage change from baseline,Visits and length of stay,-0.26,Retail & recreation
Trafford,Google community mobility trends,2020-08-13,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-13,Percentage change from baseline,Visits and length of stay,0.25,Parks*
Trafford,Google community mobility trends,2020-08-14,Percentage change from baseline,Visits and length of stay,-0.32,Retail & recreation
Trafford,Google community mobility trends,2020-08-14,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-14,Percentage change from baseline,Visits and length of stay,0.28,Parks*
Trafford,Google community mobility trends,2020-08-15,Percentage change from baseline,Visits and length of stay,-0.43,Retail & recreation
Trafford,Google community mobility trends,2020-08-15,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-15,Percentage change from baseline,Visits and length of stay,-0.06,Parks*
Trafford,Google community mobility trends,2020-08-16,Percentage change from baseline,Visits and length of stay,-0.36,Retail & recreation
Trafford,Google community mobility trends,2020-08-16,Percentage change from baseline,Visits and length of stay,-0.21,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-16,Percentage change from baseline,Visits and length of stay,-0.1,Parks*
Trafford,Google community mobility trends,2020-08-17,Percentage change from baseline,Visits and length of stay,-0.06,Retail & recreation
Trafford,Google community mobility trends,2020-08-17,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-17,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-18,Percentage change from baseline,Visits and length of stay,-0.06,Retail & recreation
Trafford,Google community mobility trends,2020-08-18,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-18,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-19,Percentage change from baseline,Visits and length of stay,-0.13,Retail & recreation
Trafford,Google community mobility trends,2020-08-19,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-19,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-20,Percentage change from baseline,Visits and length of stay,-0.2,Retail & recreation
Trafford,Google community mobility trends,2020-08-20,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-20,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-21,Percentage change from baseline,Visits and length of stay,-0.3,Retail & recreation
Trafford,Google community mobility trends,2020-08-21,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-21,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-22,Percentage change from baseline,Visits and length of stay,-0.38,Retail & recreation
Trafford,Google community mobility trends,2020-08-22,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-22,Percentage change from baseline,Visits and length of stay,-0.32,Parks*
Trafford,Google community mobility trends,2020-08-23,Percentage change from baseline,Visits and length of stay,-0.36,Retail & recreation
Trafford,Google community mobility trends,2020-08-23,Percentage change from baseline,Visits and length of stay,-0.24,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-23,Percentage change from baseline,Visits and length of stay,-0.22,Parks*
Trafford,Google community mobility trends,2020-08-24,Percentage change from baseline,Visits and length of stay,-0.01,Retail & recreation
Trafford,Google community mobility trends,2020-08-24,Percentage change from baseline,Visits and length of stay,-0.21,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-24,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-25,Percentage change from baseline,Visits and length of stay,-0.04,Retail & recreation
Trafford,Google community mobility trends,2020-08-25,Percentage change from baseline,Visits and length of stay,-0.22,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-25,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-26,Percentage change from baseline,Visits and length of stay,-0.02,Retail & recreation
Trafford,Google community mobility trends,2020-08-26,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-26,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-27,Percentage change from baseline,Visits and length of stay,-0.17,Retail & recreation
Trafford,Google community mobility trends,2020-08-27,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-27,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-28,Percentage change from baseline,Visits and length of stay,-0.22,Retail & recreation
Trafford,Google community mobility trends,2020-08-28,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-28,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-08-29,Percentage change from baseline,Visits and length of stay,-0.33,Retail & recreation
Trafford,Google community mobility trends,2020-08-29,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-29,Percentage change from baseline,Visits and length of stay,-0.12,Parks*
Trafford,Google community mobility trends,2020-08-30,Percentage change from baseline,Visits and length of stay,-0.27,Retail & recreation
Trafford,Google community mobility trends,2020-08-30,Percentage change from baseline,Visits and length of stay,-0.23,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-30,Percentage change from baseline,Visits and length of stay,0.13,Parks*
Trafford,Google community mobility trends,2020-08-31,Percentage change from baseline,Visits and length of stay,0.11,Retail & recreation
Trafford,Google community mobility trends,2020-08-31,Percentage change from baseline,Visits and length of stay,-0.26,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-08-31,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-01,Percentage change from baseline,Visits and length of stay,-0.14,Retail & recreation
Trafford,Google community mobility trends,2020-09-01,Percentage change from baseline,Visits and length of stay,-0.08,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-01,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-02,Percentage change from baseline,Visits and length of stay,-0.23,Retail & recreation
Trafford,Google community mobility trends,2020-09-02,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-02,Percentage change from baseline,Visits and length of stay,-0.16,Parks*
Trafford,Google community mobility trends,2020-09-03,Percentage change from baseline,Visits and length of stay,-0.16,Retail & recreation
Trafford,Google community mobility trends,2020-09-03,Percentage change from baseline,Visits and length of stay,-0.09,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-03,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-04,Percentage change from baseline,Visits and length of stay,-0.28,Retail & recreation
Trafford,Google community mobility trends,2020-09-04,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-04,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-05,Percentage change from baseline,Visits and length of stay,-0.34,Retail & recreation
Trafford,Google community mobility trends,2020-09-05,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-05,Percentage change from baseline,Visits and length of stay,-0.11,Parks*
Trafford,Google community mobility trends,2020-09-06,Percentage change from baseline,Visits and length of stay,-0.32,Retail & recreation
Trafford,Google community mobility trends,2020-09-06,Percentage change from baseline,Visits and length of stay,-0.18,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-06,Percentage change from baseline,Visits and length of stay,0.01,Parks*
Trafford,Google community mobility trends,2020-09-07,Percentage change from baseline,Visits and length of stay,-0.18,Retail & recreation
Trafford,Google community mobility trends,2020-09-07,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-07,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-08,Percentage change from baseline,Visits and length of stay,-0.2,Retail & recreation
Trafford,Google community mobility trends,2020-09-08,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-08,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-09,Percentage change from baseline,Visits and length of stay,-0.27,Retail & recreation
Trafford,Google community mobility trends,2020-09-09,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-09,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-10,Percentage change from baseline,Visits and length of stay,-0.22,Retail & recreation
Trafford,Google community mobility trends,2020-09-10,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-10,Percentage change from baseline,Visits and length of stay,NA,Parks*
Trafford,Google community mobility trends,2020-09-11,Percentage change from baseline,Visits and length of stay,-0.29,Retail & recreation
Trafford,Google community mobility trends,2020-09-11,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-11,Percentage change from baseline,Visits and length of stay,-0.01,Parks*
Trafford,Google community mobility trends,2020-09-12,Percentage change from baseline,Visits and length of stay,-0.35,Retail & recreation
Trafford,Google community mobility trends,2020-09-12,Percentage change from baseline,Visits and length of stay,-0.15,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-12,Percentage change from baseline,Visits and length of stay,-0.13,Parks*
Trafford,Google community mobility trends,2020-09-13,Percentage change from baseline,Visits and length of stay,-0.35,Retail & recreation
Trafford,Google community mobility trends,2020-09-13,Percentage change from baseline,Visits and length of stay,-0.21,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-13,Percentage change from baseline,Visits and length of stay,0.19,Parks*
Trafford,Google community mobility trends,2020-09-14,Percentage change from baseline,Visits and length of stay,-0.21,Retail & recreation
Trafford,Google community mobility trends,2020-09-14,Percentage change from baseline,Visits and length of stay,-0.2,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-14,Percentage change from baseline,Visits and length of stay,0.32,Parks*
Trafford,Google community mobility trends,2020-09-15,Percentage change from baseline,Visits and length of stay,-0.22,Retail & recreation
Trafford,Google community mobility trends,2020-09-15,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-15,Percentage change from baseline,Visits and length of stay,0.29,Parks*
Trafford,Google community mobility trends,2020-09-16,Percentage change from baseline,Visits and length of stay,-0.27,Retail & recreation
Trafford,Google community mobility trends,2020-09-16,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-16,Percentage change from baseline,Visits and length of stay,-0.03,Parks*
Trafford,Google community mobility trends,2020-09-17,Percentage change from baseline,Visits and length of stay,-0.2,Retail & recreation
Trafford,Google community mobility trends,2020-09-17,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-17,Percentage change from baseline,Visits and length of stay,0.09,Parks*
Trafford,Google community mobility trends,2020-09-18,Percentage change from baseline,Visits and length of stay,-0.29,Retail & recreation
Trafford,Google community mobility trends,2020-09-18,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-18,Percentage change from baseline,Visits and length of stay,0.02,Parks*
Trafford,Google community mobility trends,2020-09-19,Percentage change from baseline,Visits and length of stay,-0.36,Retail & recreation
Trafford,Google community mobility trends,2020-09-19,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-19,Percentage change from baseline,Visits and length of stay,-0.13,Parks*
Trafford,Google community mobility trends,2020-09-20,Percentage change from baseline,Visits and length of stay,-0.32,Retail & recreation
Trafford,Google community mobility trends,2020-09-20,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-20,Percentage change from baseline,Visits and length of stay,0.1,Parks*
Trafford,Google community mobility trends,2020-09-21,Percentage change from baseline,Visits and length of stay,-0.21,Retail & recreation
Trafford,Google community mobility trends,2020-09-21,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-21,Percentage change from baseline,Visits and length of stay,0.22,Parks*
Trafford,Google community mobility trends,2020-09-22,Percentage change from baseline,Visits and length of stay,-0.23,Retail & recreation
Trafford,Google community mobility trends,2020-09-22,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-22,Percentage change from baseline,Visits and length of stay,0.02,Parks*
Trafford,Google community mobility trends,2020-09-23,Percentage change from baseline,Visits and length of stay,-0.29,Retail & recreation
Trafford,Google community mobility trends,2020-09-23,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-23,Percentage change from baseline,Visits and length of stay,-0.35,Parks*
Trafford,Google community mobility trends,2020-09-24,Percentage change from baseline,Visits and length of stay,-0.22,Retail & recreation
Trafford,Google community mobility trends,2020-09-24,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-24,Percentage change from baseline,Visits and length of stay,-0.17,Parks*
Trafford,Google community mobility trends,2020-09-25,Percentage change from baseline,Visits and length of stay,-0.28,Retail & recreation
Trafford,Google community mobility trends,2020-09-25,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-25,Percentage change from baseline,Visits and length of stay,-0.14,Parks*
Trafford,Google community mobility trends,2020-09-26,Percentage change from baseline,Visits and length of stay,-0.33,Retail & recreation
Trafford,Google community mobility trends,2020-09-26,Percentage change from baseline,Visits and length of stay,-0.14,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-26,Percentage change from baseline,Visits and length of stay,-0.22,Parks*
Trafford,Google community mobility trends,2020-09-27,Percentage change from baseline,Visits and length of stay,-0.29,Retail & recreation
Trafford,Google community mobility trends,2020-09-27,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-27,Percentage change from baseline,Visits and length of stay,0.11,Parks*
Trafford,Google community mobility trends,2020-09-28,Percentage change from baseline,Visits and length of stay,-0.18,Retail & recreation
Trafford,Google community mobility trends,2020-09-28,Percentage change from baseline,Visits and length of stay,-0.17,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-28,Percentage change from baseline,Visits and length of stay,-0.03,Parks*
Trafford,Google community mobility trends,2020-09-29,Percentage change from baseline,Visits and length of stay,-0.21,Retail & recreation
Trafford,Google community mobility trends,2020-09-29,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-29,Percentage change from baseline,Visits and length of stay,0.05,Parks*
Trafford,Google community mobility trends,2020-09-30,Percentage change from baseline,Visits and length of stay,-0.28,Retail & recreation
Trafford,Google community mobility trends,2020-09-30,Percentage change from baseline,Visits and length of stay,-0.16,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-09-30,Percentage change from baseline,Visits and length of stay,-0.45,Parks*
Trafford,Google community mobility trends,2020-10-01,Percentage change from baseline,Visits and length of stay,-0.21,Retail & recreation
Trafford,Google community mobility trends,2020-10-01,Percentage change from baseline,Visits and length of stay,-0.11,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-01,Percentage change from baseline,Visits and length of stay,-0.2,Parks*
Trafford,Google community mobility trends,2020-10-02,Percentage change from baseline,Visits and length of stay,-0.3,Retail & recreation
Trafford,Google community mobility trends,2020-10-02,Percentage change from baseline,Visits and length of stay,-0.11,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-02,Percentage change from baseline,Visits and length of stay,-0.21,Parks*
Trafford,Google community mobility trends,2020-10-03,Percentage change from baseline,Visits and length of stay,-0.34,Retail & recreation
Trafford,Google community mobility trends,2020-10-03,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-03,Percentage change from baseline,Visits and length of stay,-0.55,Parks*
Trafford,Google community mobility trends,2020-10-04,Percentage change from baseline,Visits and length of stay,-0.3,Retail & recreation
Trafford,Google community mobility trends,2020-10-04,Percentage change from baseline,Visits and length of stay,-0.13,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-04,Percentage change from baseline,Visits and length of stay,-0.1,Parks*
Trafford,Google community mobility trends,2020-10-05,Percentage change from baseline,Visits and length of stay,-0.25,Retail & recreation
Trafford,Google community mobility trends,2020-10-05,Percentage change from baseline,Visits and length of stay,-0.19,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-05,Percentage change from baseline,Visits and length of stay,-0.24,Parks*
Trafford,Google community mobility trends,2020-10-06,Percentage change from baseline,Visits and length of stay,-0.25,Retail & recreation
Trafford,Google community mobility trends,2020-10-06,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-06,Percentage change from baseline,Visits and length of stay,-0.28,Parks*
Trafford,Google community mobility trends,2020-10-07,Percentage change from baseline,Visits and length of stay,-0.28,Retail & recreation
Trafford,Google community mobility trends,2020-10-07,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-07,Percentage change from baseline,Visits and length of stay,-0.27,Parks*
Trafford,Google community mobility trends,2020-10-08,Percentage change from baseline,Visits and length of stay,-0.24,Retail & recreation
Trafford,Google community mobility trends,2020-10-08,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-08,Percentage change from baseline,Visits and length of stay,-0.23,Parks*
Trafford,Google community mobility trends,2020-10-09,Percentage change from baseline,Visits and length of stay,-0.31,Retail & recreation
Trafford,Google community mobility trends,2020-10-09,Percentage change from baseline,Visits and length of stay,-0.12,Supermarket & pharmacy
Trafford,Google community mobility trends,2020-10-09,Percentage change from baseline,Visits and length of stay,-0.3,Parks*
