area_code,area_name,indicator,period,measure,unit,value
E06000038,Reading,Affordability ratio,2014,ratio,House price / earnings,7.27
E06000042,Milton Keynes,Affordability ratio,2014,ratio,House price / earnings,6.84
E06000025,South Gloucestershire,Affordability ratio,2014,ratio,House price / earnings,7.04
E06000030,Swindon,Affordability ratio,2014,ratio,House price / earnings,5.7
E06000007,Warrington,Affordability ratio,2015,ratio,House price / earnings,5.99
E06000050,Cheshire West and Chester,Affordability ratio,2015,ratio,House price / earnings,7.14
E08000002,Bury,Affordability ratio,2015,ratio,House price / earnings,5.78
E08000007,Stockport,Affordability ratio,2015,ratio,House price / earnings,6.87
E08000009,Trafford,Affordability ratio,2015,ratio,House price / earnings,8.16
E06000014,York,Affordability ratio,2015,ratio,House price / earnings,8.2
E06000015,Derby,Affordability ratio,2015,ratio,House price / earnings,4.03
E08000029,Solihull,Affordability ratio,2015,ratio,House price / earnings,7.66
E06000031,Peterborough,Affordability ratio,2015,ratio,House price / earnings,5.76
E06000034,Thurrock,Affordability ratio,2015,ratio,House price / earnings,8.32
E06000055,Bedford,Affordability ratio,2015,ratio,House price / earnings,8.46
E06000035,Medway,Affordability ratio,2015,ratio,House price / earnings,6.9
E06000038,Reading,Affordability ratio,2015,ratio,House price / earnings,7.82
E06000042,Milton Keynes,Affordability ratio,2015,ratio,House price / earnings,7.74
E06000025,South Gloucestershire,Affordability ratio,2015,ratio,House price / earnings,7.45
E06000030,Swindon,Affordability ratio,2015,ratio,House price / earnings,5.89
E06000007,Warrington,Affordability ratio,2016,ratio,House price / earnings,6.14
E06000050,Cheshire West and Chester,Affordability ratio,2016,ratio,House price / earnings,7.11
E08000002,Bury,Affordability ratio,2016,ratio,House price / earnings,5.9
E08000007,Stockport,Affordability ratio,2016,ratio,House price / earnings,7.21
E08000009,Trafford,Affordability ratio,2016,ratio,House price / earnings,8.56
E06000014,York,Affordability ratio,2016,ratio,House price / earnings,8.3
E06000015,Derby,Affordability ratio,2016,ratio,House price / earnings,4.44
E08000029,Solihull,Affordability ratio,2016,ratio,House price / earnings,7.54
E06000031,Peterborough,Affordability ratio,2016,ratio,House price / earnings,5.93
E06000034,Thurrock,Affordability ratio,2016,ratio,House price / earnings,9.85
E06000055,Bedford,Affordability ratio,2016,ratio,House price / earnings,8.55
E06000035,Medway,Affordability ratio,2016,ratio,House price / earnings,7.93
E06000038,Reading,Affordability ratio,2016,ratio,House price / earnings,8.39
E06000042,Milton Keynes,Affordability ratio,2016,ratio,House price / earnings,7.63
E06000025,South Gloucestershire,Affordability ratio,2016,ratio,House price / earnings,8.29
E06000030,Swindon,Affordability ratio,2016,ratio,House price / earnings,6.47
E06000007,Warrington,Affordability ratio,2017,ratio,House price / earnings,6.35
E06000050,Cheshire West and Chester,Affordability ratio,2017,ratio,House price / earnings,7.19
E08000002,Bury,Affordability ratio,2017,ratio,House price / earnings,6.57
E08000007,Stockport,Affordability ratio,2017,ratio,House price / earnings,7.55
E08000009,Trafford,Affordability ratio,2017,ratio,House price / earnings,8.95
E06000014,York,Affordability ratio,2017,ratio,House price / earnings,8.6
E06000015,Derby,Affordability ratio,2017,ratio,House price / earnings,4.5
E08000029,Solihull,Affordability ratio,2017,ratio,House price / earnings,7.74
E06000031,Peterborough,Affordability ratio,2017,ratio,House price / earnings,6.67
E06000034,Thurrock,Affordability ratio,2017,ratio,House price / earnings,10
E06000055,Bedford,Affordability ratio,2017,ratio,House price / earnings,9.35
E06000035,Medway,Affordability ratio,2017,ratio,House price / earnings,8.28
E06000038,Reading,Affordability ratio,2017,ratio,House price / earnings,8.17
E06000042,Milton Keynes,Affordability ratio,2017,ratio,House price / earnings,8.66
E06000025,South Gloucestershire,Affordability ratio,2017,ratio,House price / earnings,8.01
E06000030,Swindon,Affordability ratio,2017,ratio,House price / earnings,7.09
E06000007,Warrington,Affordability ratio,2018,ratio,House price / earnings,6.31
E06000050,Cheshire West and Chester,Affordability ratio,2018,ratio,House price / earnings,6.99
E08000002,Bury,Affordability ratio,2018,ratio,House price / earnings,6.22
E08000007,Stockport,Affordability ratio,2018,ratio,House price / earnings,7.99
E08000009,Trafford,Affordability ratio,2018,ratio,House price / earnings,9.28
E06000014,York,Affordability ratio,2018,ratio,House price / earnings,8.87
E06000015,Derby,Affordability ratio,2018,ratio,House price / earnings,4.28
E08000029,Solihull,Affordability ratio,2018,ratio,House price / earnings,7.62
E06000031,Peterborough,Affordability ratio,2018,ratio,House price / earnings,6.82
E06000034,Thurrock,Affordability ratio,2018,ratio,House price / earnings,10.04
E06000055,Bedford,Affordability ratio,2018,ratio,House price / earnings,9.83
E06000035,Medway,Affordability ratio,2018,ratio,House price / earnings,8.67
E06000038,Reading,Affordability ratio,2018,ratio,House price / earnings,8.52
E06000042,Milton Keynes,Affordability ratio,2018,ratio,House price / earnings,8.79
E06000025,South Gloucestershire,Affordability ratio,2018,ratio,House price / earnings,8.19
E06000030,Swindon,Affordability ratio,2018,ratio,House price / earnings,7.6
E06000007,Warrington,Affordability ratio,2019,ratio,House price / earnings,6.75
E06000050,Cheshire West and Chester,Affordability ratio,2019,ratio,House price / earnings,6.9
E08000002,Bury,Affordability ratio,2019,ratio,House price / earnings,6.83
E08000007,Stockport,Affordability ratio,2019,ratio,House price / earnings,7.74
E08000009,Trafford,Affordability ratio,2019,ratio,House price / earnings,9.43
E06000014,York,Affordability ratio,2019,ratio,House price / earnings,8.22
E06000015,Derby,Affordability ratio,2019,ratio,House price / earnings,4.22
E08000029,Solihull,Affordability ratio,2019,ratio,House price / earnings,8.44
E06000031,Peterborough,Affordability ratio,2019,ratio,House price / earnings,6.78
E06000034,Thurrock,Affordability ratio,2019,ratio,House price / earnings,9.57
E06000055,Bedford,Affordability ratio,2019,ratio,House price / earnings,9.04
E06000035,Medway,Affordability ratio,2019,ratio,House price / earnings,8.41
E06000038,Reading,Affordability ratio,2019,ratio,House price / earnings,8.98
E06000042,Milton Keynes,Affordability ratio,2019,ratio,House price / earnings,8.32
E06000025,South Gloucestershire,Affordability ratio,2019,ratio,House price / earnings,8.75
E06000030,Swindon,Affordability ratio,2019,ratio,House price / earnings,7.62
E06000007,Warrington,Affordability ratio,2020,ratio,House price / earnings,6.45
E06000050,Cheshire West and Chester,Affordability ratio,2020,ratio,House price / earnings,7.34
E08000002,Bury,Affordability ratio,2020,ratio,House price / earnings,6.76
E08000007,Stockport,Affordability ratio,2020,ratio,House price / earnings,8.07
E08000009,Trafford,Affordability ratio,2020,ratio,House price / earnings,9.51
E06000014,York,Affordability ratio,2020,ratio,House price / earnings,8.04
E06000015,Derby,Affordability ratio,2020,ratio,House price / earnings,4.2
E08000029,Solihull,Affordability ratio,2020,ratio,House price / earnings,9.25
E06000031,Peterborough,Affordability ratio,2020,ratio,House price / earnings,7.03
E06000034,Thurrock,Affordability ratio,2020,ratio,House price / earnings,9.37
E06000055,Bedford,Affordability ratio,2020,ratio,House price / earnings,8.92
E06000035,Medway,Affordability ratio,2020,ratio,House price / earnings,7.69
E06000038,Reading,Affordability ratio,2020,ratio,House price / earnings,8.82
E06000042,Milton Keynes,Affordability ratio,2020,ratio,House price / earnings,8.75
E06000025,South Gloucestershire,Affordability ratio,2020,ratio,House price / earnings,8.18
E06000030,Swindon,Affordability ratio,2020,ratio,House price / earnings,7.17
E06000007,Warrington,Affordability ratio,2021,ratio,House price / earnings,7.08
E06000050,Cheshire West and Chester,Affordability ratio,2021,ratio,House price / earnings,7.18
E08000002,Bury,Affordability ratio,2021,ratio,House price / earnings,7.5
E08000007,Stockport,Affordability ratio,2021,ratio,House price / earnings,10.01
E08000009,Trafford,Affordability ratio,2021,ratio,House price / earnings,10.3
E06000014,York,Affordability ratio,2021,ratio,House price / earnings,8.41
