area_code,area_name,indicator,period,measure,unit,value
E08000003,Manchester,Gross Value Added,2017,Value,Billions,19712
E08000006,Salford,Gross Value Added,2017,Value,Billions,6888
E08000009,Trafford,Gross Value Added,2017,Value,Billions,7647
E08000007,Stockport,Gross Value Added,2017,Value,Billions,7043
E08000008,Tameside,Gross Value Added,2017,Value,Billions,3537
E08000001,Bolton,Gross Value Added,2017,Value,Billions,5708
E08000010,Wigan,Gross Value Added,2017,Value,Billions,4780
E08000002,Bury,Gross Value Added,2017,Value,Billions,3341
E08000004,Oldham,Gross Value Added,2017,Value,Billions,4216
E08000005,Rochdale,Gross Value Added,2017,Value,Billions,3542
